sentence1,score,sentence2
sapore sa - sapore,0.27302634716033936,sapore
sapore sa - cr 4652,0.28164684772491455,sapore
sapore sa - cr 3905,0.28164684772491455,sapore
sapore sa - sapore cr 3592,0.28164684772491455,sapore
sapore sa - cr 4254,0.28164684772491455,sapore
sapore sa - cr 3988,0.0,sapore
uniao central brasileira da igreja adventista do setimo dia - iasd vila vitoria,0.24679780006408691,igreja adventista
uniao central brasileira da igreja adventista do setimo dia - iasd limeira  jd olga veroni,0.24679780006408691,igreja adventista
uniao central brasileira da igreja adventista do setimo dia - iasd sao paulo  cidade ademar,0.24679780006408691,igreja adventista
uniao sul brasileira da igreja adventista do setimo dia - iasd bairro novo b,0.24679780006408691,igreja adventista
uniao central brasileira da igreja adventista do setimo dia - iasd sumare  jd denadai,0.24679780006408691,igreja adventista
uniao sul brasileira da igreja adventista do setimo dia - iasd cidade nova,0.0,igreja adventista
banco santander brasil sa - januariamg,0.2343164086341858,bradeco
banco bradesco sa - bradesco ag piripiri pi,0.32100993394851685,bradeco
banco bradesco sa - bradesco pa monsenhor tabosa ce,0.32100993394851685,bradeco
banco bradesco sa - bradesco ag praca general valadao est unif,0.32100993394851685,bradeco
banco bradesco sa - bradesco pa alto do rodrigues rn,0.32100993394851685,bradeco
banco bradesco sa - bradesco ag januaria,0.0,bradeco
via brasil fashion comercio de roupas ltda - polo wear shopping jk brasilia,0.18758291006088257,polo shopping
via brasil fashion comercio de roupas ltda - polo wear shopping conquista sul  ba,0.1947827935218811,polo shopping
via brasil fashion comercio de roupas ltda - polo wear boulevard conquista  ba,0.19478291273117065,polo shopping
via brasil fashion comercio de roupas ltda - polo wear shopping camacari,0.19725531339645386,polo shopping
via brasil fashion comercio de roupas ltda - polo wear shopping iguatemi esplanada,0.19725531339645386,polo shopping
via brasil fashion comercio de roupas ltda - polo wear bangu shopping,0.0,polo shopping
mitra arquidiocesana de maringa arquidiocese de maringa - paroquia nossa senhora das gracas,0.1601015329360962,paroquia nossa senhora
mitra diocesana de caxias do sul - paroquia nossa senhora das gracas,0.16073685884475708,paroquia nossa senhora
mitra arquidiocesana de sao paulo - paroquia nossa senhora das gracas,0.1667460799217224,paroquia nossa senhora
mitra diocesana de santos - paroquia nsra das gracasvicente de carvalho,0.19259828329086304,paroquia nossa senhora
mitra arquidiocesana de sao paulo - paroquia nossa senhora mae do salvador,0.24283522367477417,paroquia nossa senhora
mitra arquidiocesana de londrina - paroquia de nossa senhora das gracas,0.0,paroquia nossa senhora
banco safra s a - pa botafogo,0.2918020486831665,santander brasil
banco santander brasil sa - fortalezacentro ii,0.3390023708343506,santander brasil
banco santander brasil sa - lauzane paulistasp i,0.3390023708343506,santander brasil
banco santander brasil sa - pa av barao maruimajuse i,0.3390023708343506,santander brasil
banco santander brasil sa - pa jd analia francospsp i,0.3390023708343506,santander brasil
banco santander brasil sa - agencia enseada botafogocaprj,0.0,santander brasil
associacao brasileira da igreja de jesus cristo dos santos dos ultimos dias - belem sp  5172853,0.30118560791015625,igreja brasileira
associacao brasileira da igreja de jesus cristo dos santos dos ultimos dias - sumare,0.30118560791015625,igreja brasileira
associacao brasileira da igreja de jesus cristo dos santos dos ultimos dias - extrema  5021141,0.30118560791015625,igreja brasileira
associacao brasileira da igreja de jesus cristo dos santos dos ultimos dias - guanabara,0.3048408627510071,igreja brasileira
associacao brasileira da igreja de jesus cristo dos santos dos ultimos dias - gravatai,0.3048408627510071,igreja brasileira
associacao brasileira da igreja de jesus cristo dos santos dos ultimos dias - abijcsud,0.0,igreja brasileira
via brasil fashion comercio de roupas ltda - polo wear itabuna,0.1924344301223755,bia brasil
via brasil fashion comercio de roupas ltda - via brasil mangabeira,0.1924344301223755,bia brasil
via brasil fashion comercio de roupas ltda - via brasil cidade dos lagos,0.23336714506149292,bia brasil
banco santander brasil sa - estacaoriorj i,0.2889992594718933,bia brasil
via brasil fashion comercio de roupas ltda - via brasil santa maria outlet,0.3044130802154541,bia brasil
via brasil fashion comercio de roupas ltda - via brasil estacao curitiba,0.0,bia brasil
banco bradesco sa - bradesco ag prime  moinhos de vento,0.07388383150100708,bradesco ag
banco bradesco sa - ag palmeira dos indios,0.23138976097106934,bradesco ag
banco bradesco sa - bradesco ag colider est unif,0.23138976097106934,bradesco ag
banco bradesco sa - bradesco ag camanducaia mg,0.23138976097106934,bradesco ag
banco bradesco sa - bradesco ag nova lima est unif,0.23138976097106934,bradesco ag
banco bradesco sa - bradesco ag sao bento,0.0,bradesco ag
banco bradesco sa - bradesco ag teixeira de freitas  centroba,0.21806496381759644,bradesco sentro
banco bradesco sa - bradesco ag mogi guacu  centro est unif,0.22626197338104248,bradesco sentro
banco bradesco sa - bradesco ag luis eduardo magalhaes  centro est unif,0.22626197338104248,bradesco sentro
banco bradesco sa - bradesco ag betim  centro est unif,0.22626197338104248,bradesco sentro
banco bradesco sa - bradesco ag guarapuava  centro est unif,0.22626197338104248,bradesco sentro
banco bradesco sa - bradesco ag itabuna  centro est unif,0.0,bradesco sentro
banco bradesco sa - bradesco pa primavera pe,0.22823691368103027,bradesco
banco bradesco sa - bradesco ag cangucu rs,0.2753714323043823,bradesco
banco bradesco sa - bradesco pa feira grande al,0.2753714323043823,bradesco
banco bradesco sa - bradesco pa ibirataia ba,0.2753714323043823,bradesco
banco bradesco sa - bradesco paa taquaral de goias go,0.2753714323043823,bradesco
banco bradesco sa - bradesco ag jardim primavera,0.0,bradesco
mitra diocesana de jales - comunidade santo antonio,0.23014402389526367,mitra diocesana
mitra diocesana de sao carlos - paroquia de sao joao batista,0.26525574922561646,mitra diocesana
mitra arquidiocesana de sao paulo - paroquia sao joao batista,0.33666348457336426,mitra diocesana
mitra diocesana de sao carlos - paroquia sao nicolau de flue,0.3665708303451538,mitra diocesana
mitra diocesana de limeira - paroquia santa eulalia,0.3665708303451538,mitra diocesana
mitra diocesana de jales - comunidade sao joao batista,0.0,mitra diocesana
banco bradesco sa - bradesco ag cangucu rs,0.30118340253829956,bradesco
banco bradesco sa - pa  mema participacoes e administracao,0.30118340253829956,bradesco
banco bradesco sa - ag sao pedro do suacui,0.30118340253829956,bradesco
banco bradesco sa - bradesco paa gurupa pa,0.30118340253829956,bradesco
banco bradesco sa - bradesco pa bambui mg,0.30118340253829956,bradesco
banco bradesco sa - pa sao joaquim de bicas  sao joaquim de bicas mg,0.0,bradesco
uniao central brasileira da igreja adventista do setimo dia - iasd vila vitoria,0.244032621383667,igreja adventista
uniao central brasileira da igreja adventista do setimo dia - iasd limeira  jd olga veroni,0.244032621383667,igreja adventista
uniao central brasileira da igreja adventista do setimo dia - iasd sao paulo  cidade ademar,0.244032621383667,igreja adventista
uniao sul brasileira da igreja adventista do setimo dia - iasd bairro novo b,0.244032621383667,igreja adventista
uniao central brasileira da igreja adventista do setimo dia - iasd sumare  jd denadai,0.244032621383667,igreja adventista
uniao sul brasileira da igreja adventista do setimo dia - iasd victor issler,0.0,igreja adventista
acao social sao mateus - progr de prot a crianca e adolesc ameacado de morte,0.5579571425914764,asso pamy
amico saude ltda - hospital mario lioni,0.565454751253128,asso pamy
fundacao centro de atendimento socioeducativo ao adolescente  fundacao casa  sp - casa franca  arcebispo dom helder camara,0.5782147347927094,asso pamy
secretaria de estado da saude - ambulatorio medico de especialidades interlagos,0.5796350836753845,asso pamy
secretaria de estado da saude - ambulatorio medico de especialidades caraguatatuba,0.5796350836753845,asso pamy
associacao de protecao e assistencia a maternidade e a infancia - assoprami,0.0,asso pamy
construtora tenda sa - residencial viver mais  usp,0.5090358555316925,condominio residensial mia
viaplan engenharia ltda - condominio residencial village amazonas,0.5238530337810516,condominio residensial mia
bolognesi empreendimentos ltda - condominio residencial moradas do bosque 948,0.5238530337810516,condominio residensial mia
residencial topazio imperial - residencial topazio imperial,0.5320942997932434,condominio residensial mia
dimensao engenharia e construcao ltda - residencial eco pleno  etapa ii,0.572578638792038,condominio residensial mia
condominio residencial miami empreendimentos spe ltda - condominio residencial miami,0.0,condominio residensial mia
banco bradesco sa - bradesco paa ubarana sp,0.2520473003387451,bredesco
banco bradesco sa - bradesco pa  cupira pe,0.2520473003387451,bredesco
banco bradesco sa - bradesco ag jutai am,0.2520473003387451,bredesco
banco bradesco sa - bradesco pa buenos aires pe,0.2520473003387451,bredesco
banco bradesco sa - bradesco pa candelaria rs,0.2520473003387451,bredesco
banco bradesco sa - bradesco paa saubara ba,0.0,bredesco
banco santander brasil sa - agencia belo jardim,0.4864099621772766,jardim inperio
igreja evangelica assembleia de deus - jardim uniao da vitoria i,0.5337024033069611,jardim inperio
associacao brasileira da igreja de jesus cristo dos santos dos ultimos dias - jardim botanico,0.555486649274826,jardim inperio
igreja calice da nova e eterna alianca  icnea - nova alianca,0.5736655592918396,jardim inperio
usina sao domingosacucar e etanol sa - sitio jardim,0.5750216245651245,jardim inperio
panificadora nova imperio jardim eliana ltda - panificadora nova imperio jardim eliana,0.0,jardim inperio
via brasil fashion comercio de roupas ltda - via brasil bh outlet venom,0.32555264234542847,bia brasil roupas
via brasil fashion comercio de roupas ltda - via brasil estacao curitiba,0.370131254196167,bia brasil roupas
via brasil fashion comercio de roupas ltda - polo wear shopping maia,0.370131254196167,bia brasil roupas
via brasil fashion comercio de roupas ltda - polo wear guaratingueta,0.370131254196167,bia brasil roupas
via brasil fashion comercio de roupas ltda - polo wear caraguatatuba,0.37013137340545654,bia brasil roupas
via brasil fashion comercio de roupas ltda - via brasil santa maria outlet,0.0,bia brasil roupas
uniao central brasileira da igreja adventista do setimo dia - iasd piracicaba  paulista,0.2822522521018982,igreja adbentista
uniao central brasileira da igreja adventista do setimo dia - iasd sao paulo  pires de avila,0.2822522521018982,igreja adbentista
uniao central brasileira da igreja adventista do setimo dia - iasd jardim independencia ii,0.2822522521018982,igreja adbentista
uniao central brasileira da igreja adventista do setimo dia - iasd guarulhos  jardim gracinda,0.2822522521018982,igreja adbentista
uniao central brasileira da igreja adventista do setimo dia - iasd jardim sao pedro,0.2822522521018982,igreja adbentista
uniao central brasileira da igreja adventista do setimo dia - iasd aracatuba  jardim tv,0.0,igreja adbentista
banco bradesco sa - bradesco ag centro empresarial mario henrique simonsen,0.29426854848861694,banco bradesco
banco bradesco sa - bradesco pa jardim california  urb indaiatuba sp,0.29426854848861694,banco bradesco
banco bradesco sa - bradesco paa sao joao do sabugi rn,0.29426854848861694,banco bradesco
banco bradesco sa - bradesco pa chapadao do ceu go,0.29426854848861694,banco bradesco
banco bradesco sa - bradesco paa tarabai sp,0.29426854848861694,banco bradesco
banco bradesco sa - bradesco uad deposito e almoxarifado embu das artes sp,0.0,banco bradesco
via brasil fashion comercio de roupas ltda - cd jundiai,0.22722089290618896,drogas
uniao central brasileira da igreja adventista do setimo dia - iasd jundiai  pq resid jundiai,0.25543099641799927,drogas
drogal farmaceutica ltda - drogal jundiai,0.26110535860061646,drogas
banco bradesco sa - bradesco ag jundiai est unif,0.28252726793289185,drogas
banco santander brasil sa - agencia jundiaivhortolandia,0.30931562185287476,drogas
raia drogasil sa - drogasil jundiai,0.0,drogas
secretaria de estado de saude  ses - cedtea,0.5254766345024109,semedi
cedlab centro de diagnostico laboratorial ltda - laboratorio nd,0.5399349331855774,semedi
allpark empreendimentos participacoes e servicos sa - ce med meddi,0.5494867861270905,semedi
mitra arquidiocesana de maringa arquidiocese de maringa - paroquia santa teresinha do menino jesus,0.5543959438800812,semedi
mitra diocesana de chapeco - paroquia santa terezinha do menino jesus,0.5603902637958527,semedi
ercio perocco junior  centro medico de diagnostico por imagem - cemedi,0.0,semedi
banco bradesco sa - bradesco pa capao do leao rs,0.30237507820129395,bradesco pa
banco bradesco sa - bradesco pa laranjeiras  urb rio de janeiro rj,0.30237507820129395,bradesco pa
banco bradesco sa - bradesco pa rorainopolis rr,0.30237507820129395,bradesco pa
banco bradesco sa - bradesco pa bairro serraria  urb diadema sp,0.30237507820129395,bradesco pa
banco bradesco sa - bradesco pa jacto  pompeia sp,0.30237507820129395,bradesco pa
banco bradesco sa - bradesco pa vila extrema  dm de porto velho ro,0.0,bradesco pa
sapore sa - cr 3823,0.20975995063781738,sapore restaurante
sapore sa - cr 4321,0.20975995063781738,sapore restaurante
sapore sa - cr 2759 e cr 2770,0.20975995063781738,sapore restaurante
sapore sa - cr 4356,0.20975995063781738,sapore restaurante
sapore sa - cr 4602,0.20975995063781738,sapore restaurante
sapore sa - sapore cr 3312,0.0,sapore restaurante
cooperativa de credito poupanca e investimento vanguarda  sicredi vanguarda prsprj - unidade de atendimento de sede alvorada,0.4908985495567322,credito vale
cooperativa de credito e investimento liberdade  sicredi liberdade - unidade de atendimento de conceicao do mato dentro,0.4908985495567322,credito vale
cooperativa de credito poupanca e investimento sul minas do rio grande do sul e minas gerais  sicredi sul minas rsmg - unidade de atendimento de pimenta mg,0.4908985495567322,credito vale
cooperativa de credito poupanca e investimento paranapanema serrana prsprj  sicredi paranapanema serrana prsprj - unidade de atendimento teresopolis,0.4908985495567322,credito vale
cooperativa de credito alianca rssces  sicredi alianca rssces - sicredi alianca rssces,0.5047208368778229,credito vale
cooperativa de credito vale do itajai   viacredi - viacredi,0.0,credito vale
banco bradesco sa - bradesco ag porto alegre est unif,0.2859395146369934,bradesco ag
banco bradesco sa - bradesco ag itaquaquecetubacentro est unif,0.2859395146369934,bradesco ag
banco bradesco sa - bradesco ag rua antonio de barros,0.2859395146369934,bradesco ag
banco bradesco sa - ag palmeira dos indios,0.2859395742416382,bradesco ag
banco bradesco sa - bradesco ag colider est unif,0.2859395742416382,bradesco ag
banco bradesco sa - bradesco ag prime jabaquara,0.0,bradesco ag
banco bradesco sa - bradesco pa ibicare sc,0.3567628264427185,banco bradesco
banco bradesco sa - bradesco pa sao joao pe,0.3567628264427185,banco bradesco
banco bradesco sa - bradesco ag presidente epitacio,0.3567628264427185,banco bradesco
banco bradesco sa - bradesco pa  planalto ba,0.3567628264427185,banco bradesco
banco bradesco sa - bradesco ag centro empresarial mario henrique simonsen,0.3567628860473633,banco bradesco
banco bradesco sa - bradesco ag jose walter,0.0,banco bradesco
banco santander brasil sa - fortalezacentro ii,0.36913520097732544,santander brasil
banco santander brasil sa - lauzane paulistasp i,0.36913520097732544,santander brasil
banco santander brasil sa - pa av barao maruimajuse i,0.36913520097732544,santander brasil
banco santander brasil sa - pa jd analia francospsp i,0.36913520097732544,santander brasil
banco santander brasil sa - vieira moraisspsp,0.36913520097732544,santander brasil
banco santander brasil sa - ernani amaral initeroirj,0.0,santander brasil
banco bradesco sa - bradesco pa jardim california  urb indaiatuba sp,0.3064430356025696,banco bradesco
banco bradesco sa - bradesco paa sao joao do sabugi rn,0.3064430356025696,banco bradesco
banco bradesco sa - bradesco pa chapadao do ceu go,0.3064430356025696,banco bradesco
banco bradesco sa - bradesco paa santo expedito sp,0.3064430356025696,banco bradesco
banco bradesco sa - bradesco ag buritama,0.3064430356025696,banco bradesco
banco bradesco sa - bradesco pa tupy  urb joinville sc,0.0,banco bradesco
banco santander brasil sa - fortalezacentro ii,0.2813747525215149,santander brasil
banco santander brasil sa - lauzane paulistasp i,0.2813747525215149,santander brasil
banco santander brasil sa - pa av barao maruimajuse i,0.2813747525215149,santander brasil
banco santander brasil sa - pa jd analia francospsp i,0.2813747525215149,santander brasil
banco santander brasil sa - vieira moraisspsp,0.2813747525215149,santander brasil
banco santander brasil sa - graca aranharj vi,0.0,santander brasil
banco bradesco sa - bradesco pa avenida adolfo pinheiro  urb sao paulo sp,0.3394075036048889,bradesco
banco bradesco sa - pa prefeitura de guarulhos  secretaria de educacao sp,0.3394075036048889,bradesco
banco bradesco sa - bradesco paa capela nova mg,0.3394075036048889,bradesco
banco bradesco sa - bradesco pa  sombrio sc,0.3394075036048889,bradesco
banco bradesco sa - bradesco pa santa maria do para pa,0.3394075036048889,bradesco
banco bradesco sa - bradesco ag diamantino,0.0,bradesco
banco bradesco sa - bradesco pa abaete  abaete mg,0.2876283526420593,bradesco pa
banco bradesco sa - bradesco pa soledade de minas mg,0.2876283526420593,bradesco pa
banco bradesco sa - bradesco pa capao do leao rs,0.2876284122467041,bradesco pa
banco bradesco sa - bradesco pa laranjeiras  urb rio de janeiro rj,0.2876284122467041,bradesco pa
banco bradesco sa - bradesco pa rorainopolis rr,0.2876284122467041,bradesco pa
banco bradesco sa - bradesco pa marcionilio souza ba,0.0,bradesco pa
banco bradesco sa - bradesco pa avenida adolfo pinheiro  urb sao paulo sp,0.27013784646987915,bradesco
banco bradesco sa - pa prefeitura de guarulhos  secretaria de educacao sp,0.27013784646987915,bradesco
banco bradesco sa - bradesco paa capela nova mg,0.27013784646987915,bradesco
banco bradesco sa - bradesco pa  sombrio sc,0.27013784646987915,bradesco
banco bradesco sa - bradesco pa santa maria do para pa,0.27013784646987915,bradesco
banco bradesco sa - bradesco pa santa lucia sp,0.0,bradesco
via brasil fashion comercio de roupas ltda - polo wear shopping jk brasilia,0.18326479196548462,via brasil
via brasil fashion comercio de roupas ltda - polo wear shopping camacari,0.18378901481628418,via brasil
via brasil fashion comercio de roupas ltda - polo wear via sul,0.18378901481628418,via brasil
via brasil fashion comercio de roupas ltda - polo wear shopping iguatemi esplanada,0.18378901481628418,via brasil
via brasil fashion comercio de roupas ltda - polo wear city center outlet pr,0.20695137977600098,via brasil
via brasil fashion comercio de roupas ltda - polo wear itabuna,0.0,via brasil
banco bradesco sa - ag palmeira dos indios,0.28648537397384644,bradesco ag
banco bradesco sa - bradesco ag colider est unif,0.28648537397384644,bradesco ag
banco bradesco sa - bradesco ag camanducaia mg,0.28648537397384644,bradesco ag
banco bradesco sa - bradesco ag nova lima est unif,0.28648537397384644,bradesco ag
banco bradesco sa - bradesco ag camaqua,0.28648537397384644,bradesco ag
banco bradesco sa - bradesco ag cais do apolotrib do trabalho est unif,0.0,bradesco ag
ordem dos advogados do brasil  seccao de sao paulo - escola superior de advocacia  itanhaem,0.2610546946525574,escola superior de adbocasia
ordem dos advogados do brasil  seccao de sao paulo - escola superior de advocacia  iguape,0.2610546946525574,escola superior de adbocasia
ordem dos advogados do brasil  seccao de sao paulo - escola superior de advocacia  unidade ribeirao preto,0.2610546946525574,escola superior de adbocasia
ordem dos advogados do brasil  seccao de sao paulo - escola superior de advocacia  nucleo penapolis,0.26105475425720215,escola superior de adbocasia
ordem dos advogados do brasil  seccao de sao paulo - escola superior de advocacia  praia grande,0.26105475425720215,escola superior de adbocasia
ordem dos advogados do brasil  seccao de sao paulo - escola superior de advocacia  unidade marilia,0.0,escola superior de adbocasia
banco bradesco sa - bradesco ag prime araraquara,0.3069073557853699,banco bradesco
banco bradesco sa - bradesco pa timbirasma,0.31617873907089233,banco bradesco
banco bradesco sa - bradesco pa avenida brasil  urb ipatinga mg,0.31617873907089233,banco bradesco
banco bradesco sa - bradesco pa ahu  urb curitiba pr,0.31617873907089233,banco bradesco
banco bradesco sa - bradesco paa braunas mg,0.31617873907089233,banco bradesco
banco bradesco sa - bradesco ag araraquara est unif,0.0,banco bradesco
banco bradesco sa - bradesco paa pedra grande rn,0.2033907175064087,bradesco paa
banco bradesco sa - bradesco paa corguinho ms,0.2033907175064087,bradesco paa
banco bradesco sa - bradesco paa fernandes pinheiro pr,0.2033907175064087,bradesco paa
banco bradesco sa - bradesco paa manari pe,0.2033907175064087,bradesco paa
banco bradesco sa - bradesco paa varjao go,0.2033907175064087,bradesco paa
banco bradesco sa - bradesco paa sao joao de pirabas pa,0.0,bradesco paa
banco bradesco sa - bradesco pa avenida adolfo pinheiro  urb sao paulo sp,0.24266231060028076,bradesco
banco bradesco sa - pa prefeitura de guarulhos  secretaria de educacao sp,0.24266231060028076,bradesco
banco bradesco sa - bradesco paa capela nova mg,0.24266231060028076,bradesco
banco bradesco sa - bradesco pa  sombrio sc,0.24266231060028076,bradesco
banco bradesco sa - bradesco pa santa maria do para pa,0.24266231060028076,bradesco
banco bradesco sa - bradesco ag consolacao est unif,0.0,bradesco
ordem dos advogados do brasil  seccao de sao paulo - escola superior de advocacia  unidade marilia,0.25825244188308716,ordem adbogados sp
ordem dos advogados do brasil  seccao de sao paulo - sub seccao ituverava,0.2689642310142517,ordem adbogados sp
ordem dos advogados do brasil  seccao de sao paulo - escola superior de advocacia  itanhaem,0.2738074064254761,ordem adbogados sp
ordem dos advogados do brasil  seccao de sao paulo - escola superior de advocacia  iguape,0.2738074064254761,ordem adbogados sp
ordem dos advogados do brasil  seccao de sao paulo - escola superior de advocacia  unidade ribeirao preto,0.2738074064254761,ordem adbogados sp
ordem dos advogados do brasil  seccao de sao paulo - escola superior de advocacia  cruzeiro,0.0,ordem adbogados sp
banco bradesco sa - bradesco pa vila yara  urb osasco sp,0.31786197423934937,bradesco urb
banco bradesco sa - bradesco pa  ico urbano ce,0.32763099670410156,bradesco urb
banco bradesco sa - bradesco pa vila nova  urb goiania go,0.32763099670410156,bradesco urb
banco bradesco sa - agencia empresas osasco i  urb osasco sp,0.32763099670410156,bradesco urb
banco bradesco sa - bradesco pa bairro retiro  urb volta redonda rj,0.32763099670410156,bradesco urb
banco bradesco sa - bradesco pa estrada dos romeiros  urb barueri sp,0.0,bradesco urb
sapore sa - cr 3240,0.21379542350769043,sapore cr
sapore sa - cr 3490,0.36425817012786865,sapore cr
sapore sa - cr  2882  2883  4397,0.4272686839103699,sapore cr
sapore sa - cr  06,0.4272686839103699,sapore cr
sapore sa - sapore cr 3341,0.4272686839103699,sapore cr
sapore sa - sapore cr 3250,0.0,sapore cr
bispado de rio preto - paroquia sao sebastiao,0.1257542371749878,mitra sao carlos
mitra da arquidiocese de porto alegre - paroquia sao sebastiao de petropolis,0.1257542371749878,mitra sao carlos
mitra diocesana de limeira - paroquia sao sebastiao,0.192945659160614,mitra sao carlos
banco santander brasil sa - agencia sao sebastiao do paraiso,0.192945659160614,mitra sao carlos
mitra diocesana de sao carlos - paroquia de sao judas tadeu,0.25096672773361206,mitra sao carlos
mitra diocesana de sao carlos - paroquia de sao sebastiao,0.0,mitra sao carlos
banco bradesco sa - bradesco ag nova vicosa,0.31673741340637207,bradesco agencia
banco bradesco sa - bradesco ag jussara,0.31673741340637207,bradesco agencia
banco bradesco sa - bradesco ag lago da pedra,0.31673741340637207,bradesco agencia
banco bradesco sa - bradesco ag cagece,0.31673741340637207,bradesco agencia
banco bradesco sa - agencia empresas indaiatuba  urb indaiatuba sp,0.31673741340637207,bradesco agencia
banco bradesco sa - bradesco ag center lapa est unif,0.0,bradesco agencia
banco bradesco sa - bradesco paa caracol ms,0.3360540270805359,bredesco
banco bradesco sa - bradesco pa avenida mangalo  goiania go,0.3360540270805359,bredesco
banco bradesco sa - bradesco pa  douradina do parana pr,0.3360540270805359,bredesco
banco bradesco sa - bradesco paa ubarana sp,0.3360540270805359,bredesco
banco bradesco sa - bradesco pa manga mg,0.3360540270805359,bredesco
banco bradesco sa - bradesco ag aguas formosas mg,0.0,bredesco
banco bradesco sa - bradesco pa florida paulista sp,0.2901833653450012,bradesco s.a.
banco bradesco sa - bradesco ag taboao da serra est unif,0.2901833653450012,bradesco s.a.
banco bradesco sa - bradesco ag paraisopolis mg,0.2901833653450012,bradesco s.a.
banco bradesco sa - pa empresas  usina sao martinho sp,0.2901833653450012,bradesco s.a.
banco bradesco sa - bradesco pa nova trento sc,0.2901833653450012,bradesco s.a.
banco bradesco sa - bradesco pa garuva sc,0.0,bradesco s.a.
banco santander brasil sa - centrodracenasp,0.5933117568492889,assoc de serviços
crbs sa - cdc eunapolis,0.6413065791130066,assoc de serviços
axs energia unidade 10 spe sa - axs energia unidade 10  goiatuba i,0.6527469456195831,assoc de serviços
centro estadual de educacao tecnologica paula souza - fatec jose crespo gonzales,0.6683816909790039,assoc de serviços
ektor  servicos industriais ltda - ektor servicos industriais ltda,0.6715402901172638,assoc de serviços
assoc de prestacao serv e assist tec e des com de ronca - apsatdcr,0.0,assoc de serviços
banco santander brasil sa - av vital brasilsp ii,0.40180331468582153,santander
banco santander brasil sa - pa trairice,0.40180331468582153,santander
banco santander brasil sa - mamanguapepb,0.40180331468582153,santander
banco santander brasil sa - centroarapongaspr iii,0.40180331468582153,santander
banco santander brasil sa - brasiliadf ii,0.40180331468582153,santander
banco santander brasil sa - tijucariorj iv,0.0,santander
mitra diocesana de campo limpo - paroquia sao joao paulo ii,0.3018023371696472,mitra diocesana
mitra diocesana de sao miguel paulista - mdsmp  paroquia santo antonio de santanna galvao,0.3024054765701294,mitra diocesana
mitra diocesana de sao miguel paulista - p nossa senhora das gracas,0.3024054765701294,mitra diocesana
mitra arquidiocesana de sao paulo - paroquia sao miguel arcanjo,0.30240553617477417,mitra diocesana
mitra diocesana de sao carlos - paroquia sao nicolau de flue,0.30579060316085815,mitra diocesana
mitra diocesana de sao miguel paulista - paroquia sao joao xxiii,0.0,mitra diocesana
bolognesi empreendimentos ltda - cond fazenda esperanca 127  campo belo iilt 67 q f1,0.4101523756980896,fazenda esperanca canpo belo
bolognesi empreendimentos ltda - cond fazenda esperanca 84  campo belo ii  lt 24 q f1,0.4101523756980896,fazenda esperanca canpo belo
bolognesi empreendimentos ltda - cond fazenda esperanca 139 campo belo ii lt 04 q f2,0.4101523756980896,fazenda esperanca canpo belo
bolognesi empreendimentos ltda - cond fazenda esperanca 88  campo belo ii  lt 28 q f1,0.4101523756980896,fazenda esperanca canpo belo
bolognesi empreendimentos ltda - cond fazenda esperanca 69  campo belo ii  lt 09 q f1,0.41829073429107666,fazenda esperanca canpo belo
bolognesi empreendimentos ltda - cond fazenda esperanca 374  campo belo vi lt 2a q l01,0.0,fazenda esperanca canpo belo
drogal farmaceutica ltda - drogal salto v,0.318539559841156,drogall
drogal farmaceutica ltda - drogal araras v,0.350600004196167,drogall
drogal farmaceutica ltda - drogal rio claro vi,0.35714852809906006,drogall
drogal farmaceutica ltda - drogal araras iii,0.37894105911254883,drogall
drogal farmaceutica ltda - drogal sumare vi,0.38049089908599854,drogall
drogal farmaceutica ltda - drogal araras vi,0.0,drogall
ponto forte serralharia ltda - ponto forte serralheria,0.5358619689941406,serto utilidades
comercial delta ponto certo ltda - supermercado sempre vale,0.5650122761726379,serto utilidades
jornal do momento da serra ltda - do momento,0.6180857717990875,serto utilidades
banco santander brasil sa - pa barao  p prudente  sp i,0.6363750398159027,serto utilidades
banco santander brasil sa - pca bonfims andresp iv,0.640248030424118,serto utilidades
ponto certo utilidades domesticas ltda - ponto certo,0.0,serto utilidades
banco santander brasil sa - santa efigeniabhmg,0.27929288148880005,hapvida assistencia
hapvida assistencia medica sa - pa santa rosa,0.28907549381256104,hapvida assistencia
santa saude holding sa - filial 8,0.3493664860725403,hapvida assistencia
uniao sul brasileira da igreja adventista do setimo dia - iasd santa efigenia,0.35694849491119385,hapvida assistencia
santa saude holding sa - filial 1,0.40752190351486206,hapvida assistencia
hapvida assistencia medica sa - mais saude santa efigenia,0.0,hapvida assistencia
banco bradesco sa - bradesco pa avenida adolfo pinheiro  urb sao paulo sp,0.3053748607635498,bradesco
banco bradesco sa - pa prefeitura de guarulhos  secretaria de educacao sp,0.3053748607635498,bradesco
banco bradesco sa - bradesco paa capela nova mg,0.3053748607635498,bradesco
banco bradesco sa - bradesco pa  sombrio sc,0.3053748607635498,bradesco
banco bradesco sa - bradesco pa santa maria do para pa,0.3053748607635498,bradesco
banco bradesco sa - bradesco pa city mooca  urb sao paulo sp,0.0,bradesco
hapvida assistencia medica sa - central de atendimento chapadao do sul,0.339923620223999,hapbida asistensia
hapvida assistencia medica sa - central de atendimento pirajui,0.3399237394332886,hapbida asistensia
hapvida assistencia medica sa - clinica morro agudo,0.35117918252944946,hapbida asistensia
hapvida assistencia medica sa - pronto atendimento e hapclinica campinense,0.3532845377922058,hapbida asistensia
hapvida assistencia medica sa - hapclinica marco,0.3532845377922058,hapbida asistensia
