legal_company_name,user_input,label
"BANCO BRADESCO S.A. - BRADESCO AG MONTEIRO, PB",BRADESCO MONTEIRO,1
BANCO BRADESCO S.A. - BRADESCO AG PIRACANJUBA,BRADESCO AG PIRA CUBANAS,0
BANCO BRADESCO S.A. - BRADESCO AG ALTAMIRA,BRADESCO AG PIRA CUBANAS,1
"BANCO BRADESCO S.A. - BRADESCO PA CAPELA DO ALTO ALEGRE, BA",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO AG. AMONTADA, CE",BRADESCO SE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SE,1
"BANCO BRADESCO S.A. - BRADESCO PA BOA VIAGEM, CE",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA NORMANDIA, RR",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA CACHOEIRA DE MINAS, MG",BRADESCO MINAS,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO MINAS,1
"EVOLUTIO PS, LLC - EVOLUTIO",EBOLUTIO BUSINES,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HOSPITAL LINS,EBOLUTIO BUSINES,1
BANCO BRADESCO S.A. - BRADESCO NEXT XIX,BRADESCO NEXT BCO,0
BANCO BRADESCO S.A. - BRADESCO AG NEXT,BRADESCO NEXT BCO,1
BANCO BRADESCO S.A. - BRADESCO AG FORMIGA,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME GONZAGA,BRADESCO PRIME,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME PIRACICABA,BRADESCO PRIME,1
BANCO BRADESCO S.A. - BRADESCO AG. OLINDINA EST UNIF,BRADESCO AG. O,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG. O,1
"BANCO BRADESCO S.A. - BRADESCO PA SAUDE - URB. SAO PAULO, SP",BRADESCO PA SAUDE,0
"BANCO BRADESCO S.A. - BRADESCO PAA BOA SAUDE, RN",BRADESCO PA SAUDE,1
HAPVIDA ASSISTENCIA MEDICA S.A. - MEDICINA PREVENTIVA CACHOEIRINHA,HAP BIDA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAP BIDA,1
BANCO BRADESCO S.A. - BRADESCO AG BEZERRA DE MENEZES EST UNIF,BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA LARANJEIRAS, SE",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA AREMBEPE - POVOADO DE CAMACARI, BA",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA VILA NOVA - URB. GOIANIA, GO",BRADESCO URB,0
"BANCO BRADESCO S.A. - BRADESCO PA SAUDE - URB. SAO PAULO, SP",BRADESCO URB,1
"BANCO BRADESCO S.A. - BRADESCO AG. GIRAU DO PONCIANO, AL",BRADESCO JIRAU,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO JIRAU,1
SINDICATO UNICO DOS TRABALHADORES EM EDUCACAO DE MINAS GERAIS - SUBSEDE DO SIND-UTE,SINDICATO TRABALHADORES EM EDUCAÇÃO,0
SINDICATO UNICO DOS TRABALHADORES EM EDUCACAO DE MINAS GERAIS - SIND UTE,SINDICATO TRABALHADORES EM EDUCAÇÃO,1
"BANCO BRADESCO S.A. - BRADESCO AG. FLORESTA, PE",BRADESCO AGENCIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AGENCIA,1
TOQUE DE MYDAS LTDA - TOQUE DE MYDAS,TOKE MYDAS RESTAURANTE,0
BANCO BRADESCO S.A. - AG TAIO,TOKE MYDAS RESTAURANTE,1
"COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP - UNIDADE DE ATENDIMENTO ACSP - DISTRITAL NORDESTE",CREDITO VALE PIQUIRI,0
"COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP - UNIDADE DE ATENDIMENTO DE SAO CAETANO DO SUL",CREDITO VALE PIQUIRI,1
"BANCO BRADESCO S.A. - BRADESCO PA W-3 NORTE - URB BRASILIA, DF",BRADESCO NORTE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO NORTE,1
GF10 INDUSTRIA E COMERCIO DE VESTUARIO LTDA - RABUSCH,G10 INDUSTRIA,0
"4CONTENT MIDIA, PRODUCAO E MARKETING LTDA - 4CONTENT",G10 INDUSTRIA,1
BANCO BRADESCO S.A. - PA - MEMA PARTICIPACOES E ADMINISTRACAO,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA TAQUARANA, AL",BRADESCO S.A.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO S.A.,1
BANCO BRADESCO S.A. - BRADESCO AG SAO BERNARDO DO CAMPO EST UNIF,BRADESCO BANCOS,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO BANCOS,1
BANCO BRADESCO S.A. - BRADESCO AG. VILAS DO ATLANTICO,BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA PEDRA GRANDE, RN",BRADESCO PAA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PAA,1
"BANCO BRADESCO S.A. - BRADESCO PA XAMBRE, PR",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
"BANCO BRADESCO S.A. - BRADESCO PA CAPETINGA, MG",BRADESCO MG,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO MG,1
BANCO BRADESCO S.A. - BRADESCO AG. JARDIM AMERICA EST UNIF,BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - AG PLATAFORMA PRIME DIGITAL RIO DE JANEIRO, RJ",BRADESCO PRIME DIGITAL,0
"BANCO BRADESCO S.A. - BRADESCO PRIME DIGITAL SAO PAULO V, SP",BRADESCO PRIME DIGITAL,1
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSOCIADOS VALE DO RIO DO PEIXE SICOOB CREDIRIO SC - SICOOB - JABORA,CREDIRIO,0
CRONOS INCORPORADORA LTDA - CRONOS INCORPORADORA,CREDIRIO,1
"BANCO BRADESCO S.A. - BRADESCO PA CAAPIRANGA, AM",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG MINEIROS EST UNIF,BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. SAO GABRIEL DA CACHOEIRA,BRADESCO SA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SA,1
"COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP - UNIDADE DE ATENDIMENTO ACSP - DISTRITAL SAO MIGUEL",COOPERATIBA CREDITO,0
COOP - COOPERATIVA DE CONSUMO - COOP-COOPERATIVA DE CONSUMO,COOPERATIBA CREDITO,1
BANCO BRADESCO S.A. - BRADESCO AG SANTO ANTONIO DE JESUS EST UNIF,BRADESCO AG UNIF,0
BANCO BRADESCO S.A. - BRADESCO AG ESTEIO EST UNIF,BRADESCO AG UNIF,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS FERNANDOPOLIS - URB. FERNANDOPOLIS, SP",BCO BRADECO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ESPIRITO SANTO, RN",BCO BRADECO,1
"BANCO BRADESCO S.A. - BRADESCO PA ICONHA, ES",BRADESCO PA IXNA,0
"BANCO BRADESCO S.A. - BRADESCO PA UPANEMA, RN",BRADESCO PA IXNA,1
BANCO BRADESCO S.A. - BRADESCO AG. RIBAS DO RIO PARDO EST UNIF,BRADESCO EST UNIF,0
BANCO BRADESCO S.A. - BRADESCO EST UNIF,BRADESCO EST UNIF,1
"BANCO BRADESCO S.A. - PA - BUTIA, RS",BRADESCO PA BUTIA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA BUTIA,1
FBV BARRA SORVETERIA LTDA - BERRYS ICED FOOD,FBV BARRA SORVETE,0
"BANCO BRADESCO S.A. - BRADESCO UAD - UNIBRAD BARRA FUNDA, SP",FBV BARRA SORVETE,1
BANCO BRADESCO S.A. - BRADESCO AG. DISTRITO INDUSTRIAL EST UNIF,BRADESCO AJENSIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AJENSIA,1
"BANCO BRADESCO S.A. - BRADESCO PAA LAGOA DO TOCANTINS, TO",BRADESCO PAA LAGOA DO TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TO,0
"BANCO BRADESCO S.A. - BRADESCO PAA SANTA ROSA DO TOCANTINS, TO",BRADESCO PAA LAGOA DO TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TOCANTINS TO,1
"BANCO BRADESCO S.A. - BRADESCO AG. PIRIPIRI, PI",BRADECO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ESPIRITO SANTO, RN",BRADECO,1
"BANCO BRADESCO S.A. - BRADESCO PA BAIRRO AGUA VERDE - URB. CURITIBA, PR",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS OSASCO I - URB. OSASCO, SP",BRADESCO URB,0
"BANCO BRADESCO S.A. - BRADESCO PA SAUDE - URB. SAO PAULO, SP",BRADESCO URB,1
HAPVIDA ASSISTENCIA MEDICA S.A. - ADMINISTRATIVO SAO CARLOS,HAP BIDA ADMINISTRATIVO,0
HAPVIDA ASSISTENCIA MEDICA S.A. - CENTRAL DE ATENDIMENTO RECIFE,HAP BIDA ADMINISTRATIVO,1
BANCO BRADESCO S.A. - BRADESCO AG PRACA SILVIO ROMERO EST UNIF,BRADESCO AG PRACA,0
BANCO BRADESCO S.A. - BRADESCO AG PRACA 14 DE JANEIRO,BRADESCO AG PRACA,1
"BANCO BRADESCO S.A. - PA AV DR JOAO GUILHERMINO - URB SAO JOSE DOS CAMPOS, SP",PA AB DR JOAO,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO JOAO, PE",PA AB DR JOAO,1
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPCLINICA DUQUE DE CAXIAS,HAP CLINICA DUKE,0
HAPVIDA ASSISTENCIA MEDICA S.A. - CLINICA CENTRO,HAP CLINICA DUKE,1
VESTE S.A. ESTILO - LE LIS BLANC DEUX,LE LIS BLANC,0
VESTE S.A. ESTILO - LE LIS BLANC,LE LIS BLANC,1
BANCO BRADESCO S.A. - BRADESCO AG.JOAO PESSOA,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA NOSSA SENHORA DELOURDES,NOSSA SENHORA,0
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA NOSSA SENHORA DAS GRACAS,NOSSA SENHORA,1
MITRA DIOCESANA DE CAMPO LIMPO - PAROQUIA DA SANTISSIMA TRINDADE,SANTISIMA TRINDADE,0
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA SANTISSIMA TRINDADE,SANTISIMA TRINDADE,1
"BANCO BRADESCO S.A. - BRADESCO PAA JURUA, AM",BRADESCO AM,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AM,1
BANCO BRADESCO S.A. - BRADESCO AG BORBOREMA,BRADESCO AG,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG,1
HAPVIDA ASSISTENCIA MEDICA S.A. - MEDICINA PREVENTIVA DE FORTALEZA,MEDISINA PREBENTIVA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - MEDICINA PREVENTIVA ISAAC NEWTON,MEDISINA PREBENTIVA,1
BANCO BRADESCO S.A. - BRADESCO AG. CURICICA,BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA CATUTI, MG",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA MANSIDAO, BA",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. JUNDIAI EST UNIF,BRADESCO JUNDIAI,0
"BANCO BRADESCO S.A. - AG. CORPORATE JUNDIAI, SP",BRADESCO JUNDIAI,1
WICKBOLD & NOSSO PAO INDUSTRIAS ALIMENTICIAS LTDA - WICKBOLD,NOSO PÃO,0
PAO RUSTICO CENTRAL DE DISTRIBUICAO EM GASTRONOMIA EMPORIO E RESTAURANTES LTDA - QUINTAL DE CASA POMERODE,NOSO PÃO,1
"BANCO BRADESCO S.A. - BRADESCO PA MANGA, MG",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO AG. BREVES, PA",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
"BANCO BRADESCO S.A. - BRADESCO PA PENINSULA - URB. RIO DE JANEIRO, RJ",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. NOSSA SRA DOS NAVEGANTES EST UNIF,BRADESCO NABEGANTES,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO NABEGANTES,1
"COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP - UNIDADE DE ATENDIMENTO DE SAO CAETANO DO SUL",SAO CAETANO DO SUL,0
"BANCO BRADESCO S.A. - PRIME GMB SAO CAETANO - URB. SAO CAETANO DO SUL, SP",SAO CAETANO DO SUL,1
BANCO BRADESCO S.A. - BRADESCO AG. ITATIBA - CENTRO EST UNIF,BRADESCO ITATIBA SENTRO,0
BANCO BRADESCO S.A. - BRADESCO AG. ITACOATIARA,BRADESCO ITATIBA SENTRO,1
"BANCO BRADESCO S.A. - BRADESCO PA - DUAS BARRAS, RJ",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG ARIQUEMES,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG ICARA,BRADESCO AG ICRA,0
BANCO BRADESCO S.A. - BRADESCO AG. ASSEMBLEIA LEGISLATIVA,BRADESCO AG ICRA,1
"BANCO BRADESCO S.A. - BRADESCO PA HERVAL DOESTE, SC",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA CAMPOS SALES, CE",BRADESCO PA C. S.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PA C. S.,1
BANCO BRADESCO S.A. - BRADESCO AG. ASSEMBLEIA LEGISLATIVA,BRADESCO A.G.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO A.G.,1
"BANCO BRADESCO S.A. - BRADESCO PAA CIPOTANEA, MG",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG LUCAS DO RIO VERDE,BRADESCO RIO VERDE,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME RIO VERDE,BRADESCO RIO VERDE,1
"BANCO BRADESCO S.A. - BRADESCO PA COLINA, SP",BRADESCO BANCOS,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO BANCOS,1
"BANCO BRADESCO S.A. - BRADESCO PA SHOPPING VILLA LOBOS - URB. SAO PAULO, SP",BRADESCO PA SHOPPING,0
"BANCO BRADESCO S.A. - BRADESCO PA - SHOPPING PIRACICABA URB., SP",BRADESCO PA SHOPPING,1
BANCO BRADESCO S.A. - BRADESCO EST UNIF,BRADESCO ESTASIONAMENTO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO ESTASIONAMENTO,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME COPACABANA,BRADESCO AG. PRIM,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME FLORIANOPOLIS,BRADESCO AG. PRIM,1
BANCO BRADESCO S.A. - BRADESCO AG CAPELA DO SOCORRO EST UNIF,BRADESCO AG,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG,1
BANCO BRADESCO S.A. - PA - FIEC,BANC BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANC BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA VILA MARIA - URB. SAO PAULO, SP",BRADESCO PA VILA,0
BANCO BRADESCO S.A. - BRADESCO AG VILA DIVA,BRADESCO PA VILA,1
HAPVIDA ASSISTENCIA MEDICA S.A. - HOSPITAL BAURU,HAPBIDA ASISTENSIA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPBIDA ASISTENSIA,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS CONTAGEM - URB. CONTAGEM, MG",AJENSIA BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,AJENSIA BRADESCO,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS ARICANDUVA I - URB. SAO PAULO, SP",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO AG. ICO, CE",BRADESCO AG,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG,1
HAPVIDA ASSISTENCIA MEDICA S.A. - CENTRO MEDICO PROCLIN ELDORADO,HAPVIDA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPVIDA,1
BANCO BRADESCO S.A. - BRADESCO AG. JOCKEY EST UNIF,BRADESCO AGENCIA JOCKEY,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AGENCIA JOCKEY,1
"BANCO BRADESCO S.A. - BRADESCO PA SAO JOAO DO JAGUARIBE, CE",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG BARRA DO CORDA,BRADESCO AG,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG,1
BANCO BRADESCO S.A. - AGENCIA CORPORATE VARGINHA,BRADESCO VARGINHA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO VARGINHA,1
HAPVIDA ASSISTENCIA MEDICA S.A. - CENTRAL DE ATENDIMENTO CUIABA,HAPVIDA MEDICA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPVIDA MEDICA,1
"BANCO BRADESCO S.A. - BRADESCO PA NOVO TRIUNFO, BA",BRADESCO NOBO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO NOBO,1
BANCO BRADESCO S.A. - BRADESCO AG. C.A.B. EST UNIF,BRADESCO C.A.B.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO C.A.B.,1
"BANCO BRADESCO S.A. - BRADESCO PAA AURORA DO TOCANTINS, TO",BRADESCO TOCANTINS,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO TOCANTINS,1
"BANCO BRADESCO S.A. - BRADESCO AG. ANAJATUBA, MA",BCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BCO BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG JUSSARA,BRADESCO AGENCIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AGENCIA,1
MITRA ARQUIDIOCESANA DE SAO PAULO - PAROQUIA SAO JOSE,MITRA ARQUIDIOCESANA,0
MITRA ARQUIDIOCESANA DE SAO PAULO - CURIA METROPOLITANA DE SAO PAULO,MITRA ARQUIDIOCESANA,1
"BANCO BRADESCO S.A. - BRADESCO AG ESTRADA DO COCO - URB. LAURO DE FREITAS, BA",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA AVENIDA SANTOS DUMONT - URB. GUARULHOS, SP",BRADESCO ABENIDA,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME AVENIDA DAS AMERICAS,BRADESCO ABENIDA,1
"BANCO BRADESCO S.A. - BRADESCO PA PRACA OESTE - URB. ANAPOLIS, GO",BRADESCO ANAPOLIS GO,0
"BANCO BRADESCO S.A. - BRADESCO PA - GOIANAPOLIS, GO",BRADESCO ANAPOLIS GO,1
BANCO BRADESCO S.A. - BRADESCO AG NOVA MARABA,BRADESCO AJENSIA NOBA,0
"BANCO BRADESCO S.A. - BRADESCO AG. ULIANOPOLIS, PA",BRADESCO AJENSIA NOBA,1
"BANCO BRADESCO S.A. - BRADESCO AG. SANTA LUZIA, PB",BRADESCO AJENSIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AJENSIA,1
HAPVIDA ASSISTENCIA MEDICA S.A. - CLINICA UBERABA,HAP BIDA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAP BIDA,1
BANCO BRADESCO S.A. - BRADESCO PA LAJE DO MURIAE,BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - PA AVENIDA DR. VICTOR DO AMARAL - URB. ARAUCARIA, PR",BANCO ARAUCARIA,0
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS ARACATUBA - URB. ARACATUBA, SP",BANCO ARAUCARIA,1
"BANCO BRADESCO S.A. - BRADESCO PA MILAGRES, CE",BRADESCO SE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SE,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME LIBERDADE,BRADESCO AG. L,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG. L,1
"BANCO BRADESCO S.A. - BRADESCO AG. CAMPO ERE, SC",BRADESCO AG,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG,1
BANCO BRADESCO S.A. - PA - VIANA - URB. MA,PA BIANA,0
"BANCO BRADESCO S.A. - BRADESCO PA, CARINHANHA, BA",PA BIANA,1
BANCO BRADESCO S.A. - BRADESCO AG. COLINAS,BRADESCO COL,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO COL,1
"BANCO BRADESCO S.A. - BRADESCO PA PRIMAVERA - D. M. DE ROSANA, SP",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
"BANCO BRADESCO S.A. - BRADESCO PA CAMPO MAGRO, PR",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
BANCO BRADESCO S.A. - BRADESCO AG. CARAUARI,BRADESCO AG.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG.,1
"BANCO BRADESCO S.A. - BRADESCO PA REMIGIO,PB",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA CACHOEIRA DOURADA, MG",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
HAPVIDA ASSISTENCIA MEDICA S.A. - LABORATORIO PARAUAPEBAS/PA,HAPBIDA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPBIDA,1
"BANCO BRADESCO S.A. - BRADESCO AG. JAGUARIBE, CE",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA - FARIAS BRITO, CE",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. AVENIDA DOM JOAO VI,BRADESCO AB,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AB,1
"BANCO BRADESCO S.A. - PA - PLATAFORMA PRIME DIGITAL SALVADOR, BA",BRADESCO SALBADOR,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SALBADOR,1
BANCO BRADESCO S.A. - BRADESCO AG LUIS EDUARDO MAGALHAES - CENTRO EST UNIF,BRADESCO CENTRO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO CENTRO,1
"BANCO BRADESCO S.A. - BRADESCO PAA CARAUBAS DO PIAUI, PI",BRADESCO PIAUI,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PIAUI,1
BANCO BRADESCO S.A. - BRADESCO AG. BETIM - CENTRO EST UNIF,BRADESCO CENTRO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO CENTRO,1
BANCO BRADESCO S.A. - AG SAO PEDRO DO SUACUI,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA - CUPIRA, PE",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME OSASCO EST UNIF,BRADESCO AJENSIA UNIF,0
BANCO BRADESCO S.A. - BRADESCO AG. ANGATUBA EST UNIF,BRADESCO AJENSIA UNIF,1
BANCO BRADESCO S.A. - BRADESCO AG. URUCUCA,BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA AFONSO BEZERRA, RN",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
HAPVIDA ASSISTENCIA MEDICA S.A. - HOSPITAL SAO LUCAS,HAPBIDA HOSPITAL,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HOSPITAL GERAL DA PARAIBA,HAPBIDA HOSPITAL,1
BANCO BRADESCO S.A. - BRADESCO AG. CAJAZEIRAS EST UNIF,BRADESCO UNIF,0
BANCO BRADESCO S.A. - BRADESCO EST UNIF,BRADESCO UNIF,1
"BANCO BRADESCO S.A. - BRADESCO PA MUZAMBINHO, MG",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
"BANCO BRADESCO S.A. - BRADESCO PA JARDIM SAO JOAO - URB. GUARULHOS, SP",BRADESCO GUARUIOS,0
